"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002698","GO:0002698","negative regulation of immune effector process","17/774","122/18614",1.19735642595097e-05,0.000528859388948751,0.000441727438222454,"SLAMF1/CD96/TGFB3/IL7R/FCRL3/CX3CR1/FOXP3/TBX21/KLRC1/XCL1/ENPP3/IL4I1/IL4/SUSD4/AXL/ARG1/C4BPA",17
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","17/774","122/18614",1.19735642595097e-05,0.000528859388948751,0.000441727438222454,"SLAMF1/CSF1R/CMKLR1/GCSAM/KLRK1/CX3CR1/CCR7/XCL2/CCR6/PDGFD/XCL1/PLA2G7/IL4/ADTRP/KLRC4-KLRK1/CCL2/NBL1",17
"GO:0002821","GO:0002821","positive regulation of adaptive immune response","17/774","129/18614",2.51862737268355e-05,0.00100391872775807,0.000838518625295866,"CD4/GATA3/SKAP1/PRKCQ/ADA/CD81/SLAMF1/HLA-DRB1/IL23A/CD28/FOXP3/TBX21/XCL1/IL4/CD1C/IL18R1/HLA-DRB3",17
"GO:0050868","GO:0050868","negative regulation of T cell activation","17/774","131/18614",3.08149825415453e-05,0.00122083358105504,0.00101969578592023,"RUNX3/TIGIT/HLA-DRB1/ERBB2/CRTAM/MAD1L1/IL2RA/FOXP3/TBX21/SFTPD/DTX1/XCL1/IL4I1/IL4/LAG3/IDO1/ARG1",17
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","17/774","172/18614",0.000847781265723713,0.0181703151935604,0.0151766744618081,"GATA3/SMAD3/TIAM1/TGFB3/BCL9L/LEF1/ENG/MSX2/EOMES/NOG/ZNF703/TGFBR3/EPHA4/PHLDB2/OLFM1/AXIN2/FOXC1",17
"GO:0001764","GO:0001764","neuron migration","17/774","176/18614",0.00109548038319378,0.0222396126240303,0.0185755369324163,"NSMF/GATA3/FYN/NRP2/ITGA3/PLXNB2/EOMES/TRIM46/PLXNA1/CELSR2/AUTS2/GATA2/ADGRG1/CELSR1/NRP1/AXL/LHX1",17
"GO:0060538","GO:0060538","skeletal muscle organ development","17/774","178/18614",0.00124079179135123,0.0245789573941302,0.0205294641841748,"FGFRL1/WNT10B/BCL2/IGSF8/RYR1/HLF/HIVEP3/BCL9L/SOX8/EOMES/NEURL1/ASB2/CNTNAP1/DLL1/NR4A1/PAX5/EGR2",17
"GO:0030324","GO:0030324","lung development","17/774","186/18614",0.00199619873424771,0.033982164390045,0.0283834507525847,"ADA/ACE/ACVR2B/TGFB3/HOPX/ITGA3/NOS3/LTBP3/HEG1/PKD1/NOG/SMPD3/SFTPD/PDGFRB/CELSR1/ARG1/ADAMTS2",17
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","17/774","188/18614",0.00223601905554278,0.0361803380348592,0.0302194654536227,"MKS1/BCL2/DCHS1/LEF1/PTCH1/ENG/SOX8/MSX2/PKD1/PLXNA1/NOG/TIE1/WNT1/CELSR1/NRP1/NTN4/LHX1",17
"GO:0030323","GO:0030323","respiratory tube development","17/774","190/18614",0.00249947179351499,0.0396578813451638,0.0331240679431841,"ADA/ACE/ACVR2B/TGFB3/HOPX/ITGA3/NOS3/LTBP3/HEG1/PKD1/NOG/SMPD3/SFTPD/PDGFRB/CELSR1/ARG1/ADAMTS2",17
"GO:0031294","GO:0031294","lymphocyte costimulation","16/774","47/18614",3.08041041146009e-11,5.49011134799584e-09,4.58559093774779e-09,"FYN/CD3E/CD5/CD40LG/CD81/LCK/CARD11/KLRK1/CD28/ICOS/DPP4/CCR7/CD160/IL4/TMIGD2/KLRC4-KLRK1",16
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","16/774","76/18614",7.17616431908587e-08,5.58459358974575e-06,4.66450680740582e-06,"CD2/KLRB1/RASGRP1/SH2D1A/SLAMF6/CRTAM/NCR3/KLRK1/CD160/KLRC1/NKG7/GZMB/LAG3/KLRC3/KLRC4-KLRK1/KLRC4",16
"GO:0042100","GO:0042100","B cell proliferation","16/774","103/18614",5.22097313026103e-06,0.000260530544675697,0.000217606971688742,"ADA/CD40LG/CD81/NFATC2/RASGRP1/BCL2/IKZF3/IL7R/CARD11/FCRL3/CD180/LEF1/IL4/PRLR/EPHB2/BMI1",16
"GO:0019882","GO:0019882","antigen processing and presentation","16/774","114/18614",1.95934789745258e-05,0.000815812560869267,0.000681403791088603,"RFTN1/HLA-DPA1/HLA-DMA/HLA-DPB1/CTSF/HLA-DMB/ACE/HLA-DRB1/CCR7/HLA-DQA1/CD8A/CD1C/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",16
"GO:0072676","GO:0072676","lymphocyte migration","16/774","122/18614",4.5932338379512e-05,0.0017479237060205,0.00145994545431726,"GATA3/ITGB7/CRTAM/GCSAM/ZAP70/KLRK1/CCR7/XCL2/TBX21/CCR6/XCL1/GPR15/ADTRP/KLRC4-KLRK1/CCL23/CCL2",16
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","16/774","123/18614",5.08021372942769e-05,0.00190613903195861,0.00159209409736791,"CD4/GATA3/PRKCQ/ADA/CD81/SLAMF1/HLA-DRB1/IL23A/CD28/FOXP3/TBX21/XCL1/IL4/CD1C/IL18R1/HLA-DRB3",16
"GO:0050864","GO:0050864","regulation of B cell activation","16/774","130/18614",9.9573154923723e-05,0.00337258919034392,0.0028169400304846,"ADA/CD81/NFATC2/BCL2/IKZF3/CARD11/FCRL3/CD28/FOXP3/TBX21/CD27/IL4I1/IL4/PRLR/EPHB2/BMI1",16
"GO:0051282","GO:0051282","regulation of sequestering of calcium ion","16/774","133/18614",0.0001307090328285,0.00422992548316784,0.00353302633288916,"TPCN1/LCK/PLCG1/CAMK2D/MCOLN2/RYR1/CCR5/PLCH2/CCR7/SLC25A23/JPH4/FASLG/TRPC1/XCL1/P2RY6/MCOLN3",16
"GO:0051208","GO:0051208","sequestering of calcium ion","16/774","137/18614",0.000185237834021148,0.00552922247030248,0.00461825832765054,"TPCN1/LCK/PLCG1/CAMK2D/MCOLN2/RYR1/CCR5/PLCH2/CCR7/SLC25A23/JPH4/FASLG/TRPC1/XCL1/P2RY6/MCOLN3",16
"GO:0050921","GO:0050921","positive regulation of chemotaxis","16/774","143/18614",0.000303811104901163,0.00791240315832232,0.00660879933370657,"SMAD3/SLAMF1/CSF1R/CMKLR1/IL23A/CX3CR1/CCR7/XCL2/CCR6/PDGFD/XCL1/PDGFRB/PLA2G7/IL4/TPBG/NRP1",16
"GO:0072073","GO:0072073","kidney epithelium development","16/774","146/18614",0.000384484180823926,0.00952035261381063,0.00795183192158575,"GATA3/SMAD3/BCL2/PTPRO/KLHL3/DCHS1/PTCH1/SOX8/PKD1/NOG/EPHA4/WNT1/DLL1/FOXC1/LHX1/EPCAM",16
"GO:0072006","GO:0072006","nephron development","16/774","152/18614",0.000602341224842066,0.0140018612651531,0.0116949919699764,"GATA3/BCL2/PTPRO/KLHL3/DCHS1/ITGA3/PTCH1/SOX8/PKD1/NOG/PDGFD/PDGFRB/WNT1/DLL1/FOXC1/LHX1",16
"GO:0008037","GO:0008037","cell recognition","16/774","155/18614",0.000746104964208855,0.0164518377806362,0.0137413238920413,"AMIGO1/CD6/ST6GALNAC6/CD5/CD81/CRTAM/NCR3/CCR7/ROBO3/EPHA4/PRF1/EPHB2/NRP1/EPHB3/SPON2/C4BPA",16
"GO:0007519","GO:0007519","skeletal muscle tissue development","16/774","165/18614",0.0014544451648846,0.0271717038757359,0.0226950440816151,"WNT10B/BCL2/IGSF8/RYR1/HLF/HIVEP3/BCL9L/SOX8/EOMES/NEURL1/ASB2/CNTNAP1/DLL1/NR4A1/PAX5/EGR2",16
"GO:0048015","GO:0048015","phosphatidylinositol-mediated signaling","16/774","172/18614",0.00223305967365164,0.0361803380348592,0.0302194654536227,"GATA3/PLCG1/NLRC3/RASGRP1/CSF1R/ERBB2/PLCH2/CD28/PRR5L/PPP1R16B/CD160/PLEKHA1/LTK/PDGFD/PDGFRB/PTPN13",16
"GO:0048017","GO:0048017","inositol lipid-mediated signaling","16/774","176/18614",0.00281613293763658,0.0434175967295527,0.0362643533950371,"GATA3/PLCG1/NLRC3/RASGRP1/CSF1R/ERBB2/PLCH2/CD28/PRR5L/PPP1R16B/CD160/PLEKHA1/LTK/PDGFD/PDGFRB/PTPN13",16
"GO:0010469","GO:0010469","regulation of signaling receptor activity","16/774","177/18614",0.00298009966938648,0.0451993307164256,0.0377525387351513,"ZFYVE28/NPTXR/TAFA1/RASGRF2/LDOC1/NOG/NLGN2/NEURL1/DKK3/EPHB2/LYNX1/NRP1/IFNG/PCSK9/GREM2/CCL2",16
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","16/774","179/18614",0.00333176207887685,0.0494993834309499,0.0413441385242445,"CD52/LPAR6/P2RY10/BCL2/ITPR3/GPR18/CMKLR1/PTGDR/PKD1/GPR174/GPR55/RIC3/JPH4/GATA2/FPR3/HRH4",16
"GO:0031295","GO:0031295","T cell costimulation","15/774","45/18614",1.80689485376931e-10,2.41054523654897e-08,2.01339712277151e-08,"FYN/CD3E/CD5/CD40LG/CD81/LCK/CARD11/KLRK1/CD28/ICOS/DPP4/CCR7/CD160/TMIGD2/KLRC4-KLRK1",15
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","15/774","67/18614",7.71300084515531e-08,5.9317513558565e-06,4.95446877818212e-06,"RASGRP1/HLA-DRB1/SLAMF6/CRTAM/IL23A/NCR3/KLRK1/CD160/XCL1/LAG3/CD1C/KLRC3/ARG1/KLRC4-KLRK1/KLRC4",15
"GO:0046635","GO:0046635","positive regulation of alpha-beta T cell activation","15/774","72/18614",2.12350437412014e-07,1.4767391588961e-05,1.23343977475489e-05,"PRKCQ/ADA/CD3E/CD81/RUNX3/HLA-DRB1/IL23A/ZAP70/CARD11/CD28/FOXP3/CD160/XCL1/IFNG/HLA-DRB3",15
"GO:0071887","GO:0071887","leukocyte apoptotic process","15/774","117/18614",0.000102268152215323,0.00344601500531736,0.00287826861389518,"TP53/PRKCQ/ADA/CD3G/BCL2/IL7R/BCL11B/CCR7/IL2RA/FASLG/CD27/AXL/EBF4/IDO1/CLC",15
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","15/774","126/18614",0.000235927517415619,0.00661913382551889,0.00552860191025442,"MKS1/TP53/FGFRL1/GATA3/NRP2/DHRS3/NOS3/ENG/MSX2/HEG1/NOG/TGFBR3/ADAMTS1/NRP1/FOXC1",15
"GO:0051209","GO:0051209","release of sequestered calcium ion into cytosol","15/774","130/18614",0.000332543504158928,0.00852485053602711,0.00712034326552057,"TPCN1/LCK/PLCG1/CAMK2D/MCOLN2/RYR1/CCR5/PLCH2/CCR7/JPH4/FASLG/TRPC1/XCL1/P2RY6/MCOLN3",15
"GO:0051283","GO:0051283","negative regulation of sequestering of calcium ion","15/774","131/18614",0.000361431951764552,0.00905241635511447,0.00756099025530442,"TPCN1/LCK/PLCG1/CAMK2D/MCOLN2/RYR1/CCR5/PLCH2/CCR7/JPH4/FASLG/TRPC1/XCL1/P2RY6/MCOLN3",15
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","15/774","157/18614",0.00233444650055777,0.0374026391523189,0.0312403869927583,"MKS1/BCL2/DCHS1/LEF1/PTCH1/ENG/SOX8/MSX2/PKD1/NOG/TIE1/WNT1/CELSR1/NRP1/LHX1",15
"GO:0002715","GO:0002715","regulation of natural killer cell mediated immunity","14/774","52/18614",1.67137881152595e-08,1.45677377212601e-06,1.21676377479089e-06,"KLRB1/RASGRP1/CD96/SLAMF6/CRTAM/NCR3/KLRK1/CD160/KLRC1/SH2D1B/LAG3/KLRC3/KLRC4-KLRK1/KLRC4",14
"GO:0050854","GO:0050854","regulation of antigen receptor-mediated signaling pathway","14/774","65/18614",3.48774656896691e-07,2.3749374293059e-05,1.98365586109993e-05,"ADA/TESPA1/CD81/UBASH3A/LCK/SH2D1A/KCNN4/GCSAM/CARD11/PVRIG/FCRL3/CCR7/CD160/TRAT1",14
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","14/774","72/18614",1.30454508851548e-06,7.61411718180865e-05,6.35965730651296e-05,"LY9/GATA3/HLA-DRB1/SLAMF6/RORC/IL23A/LEF1/FOXP3/EOMES/TBX21/RORA/IL4/IFNG/IL18R1",14
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","14/774","72/18614",1.30454508851548e-06,7.61411718180865e-05,6.35965730651296e-05,"LY9/GATA3/HLA-DRB1/SLAMF6/RORC/IL23A/LEF1/FOXP3/EOMES/TBX21/RORA/IL4/IFNG/IL18R1",14
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","14/774","80/18614",4.83843276415161e-06,0.000245184767281078,0.000204789479785022,"LY9/GATA3/HLA-DRB1/SLAMF6/RORC/IL23A/LEF1/FOXP3/EOMES/TBX21/RORA/IL4/IFNG/IL18R1",14
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","14/774","89/18614",1.73251758526382e-05,0.00073541996460192,0.000614256234775353,"LY9/GATA3/RUNX3/HLA-DRB1/SLAMF6/RORC/IL23A/LEF1/FOXP3/TBX21/RORA/IL4/IFNG/IL18R1",14
"GO:0010717","GO:0010717","regulation of epithelial to mesenchymal transition","14/774","110/18614",0.000186495430680331,0.0055414574107151,0.00462847750688458,"GATA3/SMAD3/TIAM1/TGFB3/BCL9L/LEF1/ENG/NOG/ZNF703/EPHA4/PHLDB2/OLFM1/AXIN2/FOXC1",14
"GO:0007266","GO:0007266","Rho protein signal transduction","14/774","130/18614",0.00103514095881989,0.0213488385756974,0.0178315218943411,"LPAR6/PRAG1/P2RY10/GPR18/ITGA3/HEG1/GPR174/RTKN/GPR55/ADGRG1/PDGFRB/CELSR1/NRP1/PLEKHG5",14
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response","14/774","134/18614",0.00138985298204239,0.0264882476490119,0.022124190326389,"GATA3/CD244/CD81/SLAMF1/CD28/CD160/TLR7/TBX21/XCL1/TLR3/IL4/EPHB2/SPON2/IL18R1",14
"GO:0006968","GO:0006968","cellular defense response","13/774","52/18614",1.42045391202267e-07,1.0317230247658e-05,8.6174203996042e-06,"FCMR/SH2D1A/CCR5/CX3CR1/ITK/KLRG1/TRAT1/CCR6/PRF1/GNLY/KIR3DL2/KLRC3/CCR3",13
"GO:0002820","GO:0002820","negative regulation of adaptive immune response","13/774","61/18614",1.03929291115687e-06,6.23289702773619e-05,5.20599935313441e-05,"SLAMF1/IL7R/FOXP3/CD160/TBX21/KLRC1/XCL1/IL4I1/IL4/SUSD4/ALOX15/ARG1/C4BPA",13
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","13/774","71/18614",6.26694240934526e-06,0.000305723899476791,0.000255354519067352,"LY9/GATA3/HLA-DRB1/SLAMF6/RORC/IL23A/LEF1/FOXP3/TBX21/RORA/IL4/IFNG/IL18R1",13
"GO:0050853","GO:0050853","B cell receptor signaling pathway","13/774","77/18614",1.5750502219701e-05,0.000681861145762819,0.000569521470990514,"RFTN1/CD81/LCK/NFATC2/BCL2/GCSAM/FCRL3/ITK/PLEKHA1/CD79B/TMIGD2/IGHE/IGHD",13
"GO:0070227","GO:0070227","lymphocyte apoptotic process","13/774","80/18614",2.40847319541735e-05,0.000977899955182807,0.000816786561924144,"TP53/PRKCQ/ADA/CD3G/BCL2/IL7R/BCL11B/IL2RA/FASLG/CD27/EBF4/IDO1/CLC",13
"GO:0050871","GO:0050871","positive regulation of B cell activation","13/774","83/18614",3.60467573766645e-05,0.00141100391000752,0.00117853470225502,"ADA/CD81/NFATC2/BCL2/CARD11/FCRL3/CD28/TBX21/CD27/IL4/PRLR/EPHB2/BMI1",13
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","13/774","91/18614",9.62768176533745e-05,0.00327792477604224,0.00273787200201784,"CMKLR1/CCR5/CX3CR1/CCR7/XCL2/CXCR5/CCR6/XCL1/CXCR3/FOXC1/CCL23/CCL2/CCR3",13
"GO:1990868","GO:1990868","response to chemokine","13/774","99/18614",0.000229043286507207,0.00646326717771966,0.00539841499011004,"CMKLR1/CCR5/CX3CR1/CCR7/XCL2/CXCR5/CCR6/XCL1/CXCR3/FOXC1/CCL23/CCL2/CCR3",13
"GO:1990869","GO:1990869","cellular response to chemokine","13/774","99/18614",0.000229043286507207,0.00646326717771966,0.00539841499011004,"CMKLR1/CCR5/CX3CR1/CCR7/XCL2/CXCR5/CCR6/XCL1/CXCR3/FOXC1/CCL23/CCL2/CCR3",13
"GO:0035282","GO:0035282","segmentation","13/774","100/18614",0.000253440250458205,0.00699045956643579,0.00583875007384724,"TP53/SMAD3/NRP2/LEF1/TIFAB/MEOX1/DLL1/AXIN2/NRP1/FOXC1/LHX1/BMI1/EGR2",13
"GO:0003279","GO:0003279","cardiac septum development","13/774","107/18614",0.000494833932223685,0.0118923875549494,0.00993306349243133,"MKS1/TP53/FGFRL1/GATA3/NRP2/DHRS3/NOS3/ENG/MSX2/HEG1/NOG/TGFBR3/NRP1",13
"GO:0072009","GO:0072009","nephron epithelium development","13/774","116/18614",0.00106854646299201,0.0218450731629079,0.0182459996128924,"GATA3/BCL2/PTPRO/KLHL3/DCHS1/PTCH1/SOX8/PKD1/NOG/WNT1/DLL1/FOXC1/LHX1",13
"GO:0022612","GO:0022612","gland morphogenesis","13/774","123/18614",0.0018301726071211,0.0317343191850149,0.0265059481031331,"RARG/BCL2/TGFB3/CSF1R/PTCH1/MSX2/PLXNA1/NOG/EDAR/EDA/NRP1/NTN4/ARG1",13
"GO:0043368","GO:0043368","positive T cell selection","12/774","38/18614",2.45206798601073e-08,2.0550215928913e-06,1.71644759020751e-06,"LY9/CD3E/CD3G/BCL2/CD3D/SLAMF6/IL23A/BCL11B/ZAP70/FOXP3/TBX21/THEMIS",12
"GO:0050856","GO:0050856","regulation of T cell receptor signaling pathway","12/774","44/18614",1.51776715563563e-07,1.07843955395545e-05,9.00761811931581e-06,"ADA/TESPA1/CD81/UBASH3A/LCK/SH2D1A/KCNN4/CARD11/PVRIG/CCR7/CD160/TRAT1",12
"GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","12/774","44/18614",1.51776715563563e-07,1.07843955395545e-05,9.00761811931581e-06,"PRKCQ/CD3E/CD81/HLA-DRB1/IL23A/CARD11/CD28/FOXP3/CD160/XCL1/IFNG/HLA-DRB3",12
"GO:0042269","GO:0042269","regulation of natural killer cell mediated cytotoxicity","12/774","48/18614",4.30188145772894e-07,2.86124931812085e-05,2.38984569021567e-05,"KLRB1/RASGRP1/SLAMF6/CRTAM/NCR3/KLRK1/CD160/KLRC1/LAG3/KLRC3/KLRC4-KLRK1/KLRC4",12
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","12/774","49/18614",5.48326661639332e-07,3.51412881091795e-05,2.93516036524583e-05,"HLA-DPA1/HLA-DMA/HLA-DPB1/CTSF/HLA-DMB/HLA-DRB1/HLA-DQA1/CD1C/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",12
"GO:0070231","GO:0070231","T cell apoptotic process","12/774","56/18614",2.53956199854865e-06,0.000133879974068649,0.000111822649290932,"TP53/PRKCQ/ADA/BCL2/IL7R/BCL11B/IL2RA/FASLG/CD27/EBF4/IDO1/CLC",12
"GO:0002704","GO:0002704","negative regulation of leukocyte mediated immunity","12/774","68/18614",2.09597298745003e-05,0.000867175659427901,0.000724304589333997,"SLAMF1/CD96/IL7R/CX3CR1/FOXP3/TBX21/KLRC1/XCL1/IL4I1/SUSD4/ARG1/C4BPA",12
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","12/774","69/18614",2.4424770214154e-05,0.000979538177238802,0.00081815487956614,"GATA3/CD81/SLAMF1/HLA-DRB1/IL23A/FOXP3/TBX21/XCL1/IL4/CD1C/IL18R1/HLA-DRB3",12
"GO:0042093","GO:0042093","T-helper cell differentiation","12/774","69/18614",2.4424770214154e-05,0.000979538177238802,0.00081815487956614,"LY9/GATA3/HLA-DRB1/SLAMF6/RORC/IL23A/LEF1/FOXP3/TBX21/RORA/IL4/IL18R1",12
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","12/774","71/18614",3.2874677089756e-05,0.00129458894057672,0.00108129961994017,"HLA-DPA1/HLA-DMA/HLA-DPB1/CTSF/HLA-DMB/ACE/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",12
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","12/774","96/18614",0.000621944204744079,0.0143662518247775,0.0119993475544264,"HLA-DRB1/ERBB2/CRTAM/MAD1L1/IL2RA/FOXP3/SFTPD/XCL1/ENPP3/IL4I1/IDO1/ARG1",12
"GO:0060993","GO:0060993","kidney morphogenesis","12/774","97/18614",0.000683457838328992,0.0154593906199191,0.0129123868417865,"GATA3/BCL2/KLHL3/DCHS1/GCNT4/PTCH1/SOX8/PKD1/NOG/PDGFRB/WNT1/LHX1",12
"GO:0072163","GO:0072163","mesonephric epithelium development","12/774","98/18614",0.000749984344290896,0.0164518377806362,0.0137413238920413,"GATA3/SMAD3/BCL2/DCHS1/PTCH1/SOX8/PKD1/NOG/WNT1/FOXC1/LHX1/EPCAM",12
"GO:0072164","GO:0072164","mesonephric tubule development","12/774","98/18614",0.000749984344290896,0.0164518377806362,0.0137413238920413,"GATA3/SMAD3/BCL2/DCHS1/PTCH1/SOX8/PKD1/NOG/WNT1/FOXC1/LHX1/EPCAM",12
"GO:0001823","GO:0001823","mesonephros development","12/774","102/18614",0.00107270437284587,0.0218450731629079,0.0182459996128924,"GATA3/SMAD3/BCL2/DCHS1/PTCH1/SOX8/PKD1/NOG/WNT1/FOXC1/LHX1/EPCAM",12
"GO:0021510","GO:0021510","spinal cord development","12/774","102/18614",0.00107270437284587,0.0218450731629079,0.0182459996128924,"PTCH1/PLXDC1/PKD1/NOG/NEFL/GATA2/WNT1/DLL1/SOX13/DAAM2/LHX1/OLIG2",12
"GO:1902106","GO:1902106","negative regulation of leukocyte differentiation","12/774","109/18614",0.00191192924509508,0.0328038883863164,0.0273993009927012,"ZBTB46/RUNX3/ERBB2/FOXP3/TBX21/GPR55/GATA2/DTX1/TLR3/IL4/LAG3/TMEM176B",12
"GO:1904035","GO:1904035","regulation of epithelial cell apoptotic process","12/774","109/18614",0.00191192924509508,0.0328038883863164,0.0273993009927012,"GATA3/CD40LG/PLCG1/BCL2/CD160/FASLG/GATA2/CD248/WFS1/IL4/BOK/CCL2",12
"GO:0022037","GO:0022037","metencephalon development","12/774","115/18614",0.0030035352320984,0.0453443644624186,0.0378736775225341,"TP53/CD3E/BCL2/SEMA4C/RORA/WNT7A/WNT1/DLL1/ZNF365/TRNP1/FOXC1/LHX1",12
"GO:1903707","GO:1903707","negative regulation of hemopoiesis","12/774","115/18614",0.0030035352320984,0.0453443644624186,0.0378736775225341,"ZBTB46/RUNX3/ERBB2/FOXP3/TBX21/GPR55/GATA2/DTX1/TLR3/IL4/LAG3/TMEM176B",12
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","11/774","31/18614",2.3649776575151e-08,2.00777388924366e-06,1.67698415714707e-06,"HLA-DPA1/HLA-DMA/HLA-DPB1/CTSF/HLA-DMB/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",11
"GO:0002717","GO:0002717","positive regulation of natural killer cell mediated immunity","11/774","32/18614",3.46892956198863e-08,2.83454906833996e-06,2.36754442605724e-06,"RASGRP1/SLAMF6/CRTAM/NCR3/KLRK1/CD160/SH2D1B/LAG3/KLRC3/KLRC4-KLRK1/KLRC4",11
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","11/774","35/18614",1.00053876137336e-07,7.43241123079276e-06,6.20788822397559e-06,"HLA-DPA1/HLA-DMA/HLA-DPB1/CTSF/HLA-DMB/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",11
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","11/774","37/18614",1.89993883501259e-07,1.3354731359653e-05,1.11544796120094e-05,"HLA-DPA1/HLA-DMA/HLA-DPB1/CTSF/HLA-DMB/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",11
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","11/774","40/18614",4.582830552468e-07,2.99579633214833e-05,2.50222548164753e-05,"HLA-DPA1/HLA-DMA/HLA-DPB1/CTSF/HLA-DMB/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",11
"GO:0002707","GO:0002707","negative regulation of lymphocyte mediated immunity","11/774","56/18614",1.60802573818741e-05,0.00068703687911968,0.00057384447911786,"SLAMF1/CD96/IL7R/FOXP3/TBX21/KLRC1/XCL1/IL4I1/SUSD4/ARG1/C4BPA",11
"GO:0002823","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","11/774","56/18614",1.60802573818741e-05,0.00068703687911968,0.00057384447911786,"SLAMF1/IL7R/FOXP3/TBX21/KLRC1/XCL1/IL4I1/IL4/SUSD4/ARG1/C4BPA",11
"GO:0032623","GO:0032623","interleukin-2 production","11/774","63/18614",5.10286569669201e-05,0.00190613903195861,0.00159209409736791,"CD4/GATA3/PRKCQ/CD3E/CARD11/CD28/FOXP3/TBX21/SFTPD/XCL1/LAG3",11
"GO:0032663","GO:0032663","regulation of interleukin-2 production","11/774","63/18614",5.10286569669201e-05,0.00190613903195861,0.00159209409736791,"CD4/GATA3/PRKCQ/CD3E/CARD11/CD28/FOXP3/TBX21/SFTPD/XCL1/LAG3",11
"GO:0030888","GO:0030888","regulation of B cell proliferation","11/774","65/18614",6.87740576322247e-05,0.00251224328488787,0.00209833996259566,"ADA/CD81/NFATC2/BCL2/IKZF3/CARD11/FCRL3/IL4/PRLR/EPHB2/BMI1",11
"GO:0032613","GO:0032613","interleukin-10 production","11/774","66/18614",7.94707466376249e-05,0.0027632993126072,0.0023080333863906,"CD40LG/TIGIT/HLA-DRB1/TRIB2/IL23A/CD28/FOXP3/XCL1/IL4/DLL1/IDO1",11
"GO:0032653","GO:0032653","regulation of interleukin-10 production","11/774","66/18614",7.94707466376249e-05,0.0027632993126072,0.0023080333863906,"CD40LG/TIGIT/HLA-DRB1/TRIB2/IL23A/CD28/FOXP3/XCL1/IL4/DLL1/IDO1",11
"GO:0042130","GO:0042130","negative regulation of T cell proliferation","11/774","72/18614",0.000178331272731622,0.00549598258396936,0.00459049486132365,"HLA-DRB1/ERBB2/CRTAM/MAD1L1/IL2RA/FOXP3/SFTPD/XCL1/IL4I1/IDO1/ARG1",11
"GO:0060411","GO:0060411","cardiac septum morphogenesis","11/774","72/18614",0.000178331272731622,0.00549598258396936,0.00459049486132365,"MKS1/TP53/FGFRL1/NRP2/DHRS3/NOS3/ENG/MSX2/NOG/TGFBR3/NRP1",11
"GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation","11/774","73/18614",0.000202208050077507,0.00587481788158518,0.00490691534854751,"GATA3/ADA/RUNX3/HLA-DRB1/IL23A/ZAP70/FOXP3/TBX21/IL4/ZNF683/IFNG",11
"GO:0002437","GO:0002437","inflammatory response to antigenic stimulus","11/774","78/18614",0.000366202742685631,0.00913674389413993,0.00763142445494937,"GATA3/FYN/CD6/CD81/PLCG1/RASGRP1/HLA-DRB1/CD28/CCR7/IL2RA/IL5RA",11
